Timestamp,Value,Value,Value
27/04/2013 10:18:35,-31.756155,28.721477,0.046031
27/04/2013 10:18:05,-31.755355,28.718757,39.644337
27/04/2013 10:17:33,-31.753443,28.713872,40.622499
27/04/2013 10:17:02,-31.74996,28.710118,41.347489
27/04/2013 10:16:30,-31.745042,28.705313,59.736938
27/04/2013 10:16:00,-31.73907,28.701425,53.304083
27/04/2013 10:15:29,-31.734027,28.697427,50.737846
27/04/2013 10:15:09,-31.728015,28.693472,49.023185
27/04/2013 10:15:07,-31.72389,28.693752,36.284062
27/04/2013 10:15:05,-31.721033,28.694318,20.51839
27/04/2013 09:42:09,-31.573647,28.542718,68.862615
27/04/2013 09:41:38,-31.578163,28.534868,51.313236
27/04/2013 09:41:08,-31.582225,28.527275,67.470173
27/04/2013 09:40:36,-31.585375,28.517857,68.563413
27/04/2013 09:40:13,-31.589648,28.509593,65.55988
27/04/2013 09:39:38,-31.594973,28.501953,67.9535
27/04/2013 09:39:03,-31.599887,28.495147,51.888625
27/04/2013 09:38:34,-31.60609,28.491383,64.144421
27/04/2013 09:38:02,-31.611893,28.488055,45.156568
27/04/2013 09:37:31,-31.614283,28.481302,53.200513
27/04/2013 09:37:01,-31.615068,28.473,63.246814
27/04/2013 09:36:29,-31.618553,28.464282,70.669338
27/04/2013 09:35:58,-31.618557,28.45436,69.587606
27/04/2013 09:35:29,-31.616517,28.44424,69.679668
27/04/2013 09:34:57,-31.61588,28.435805,53.925504
27/04/2013 09:34:25,-31.615347,28.427417,63.845219
27/04/2013 09:33:55,-31.614783,28.418038,65.111076
27/04/2013 09:33:24,-31.615607,28.408883,62.970627
27/04/2013 09:32:58,-31.616628,28.400865,32.095226
27/04/2013 09:32:21,-31.619507,28.397828,50.19698
27/04/2013 09:31:50,-31.625197,28.392902,57.308794
27/04/2013 09:31:20,-31.630948,28.38638,63.085705
27/04/2013 09:30:49,-31.636547,28.38004,66.066222
27/04/2013 09:30:18,-31.641505,28.372152,67.320571
27/04/2013 09:29:46,-31.644927,28.363502,61.91191
27/04/2013 09:29:16,-31.646437,28.354762,63.89125
27/04/2013 09:28:45,-31.647808,28.346802,42.808979
27/04/2013 09:28:15,-31.648847,28.340737,32.728155
27/04/2013 09:27:43,-31.64905,28.339412,0.011508
27/04/2013 09:27:12,-31.64905,28.339413,0.126586
27/04/2013 09:26:41,-31.64905,28.339422,0.10357
27/04/2013 09:26:11,-31.649048,28.339428,0
27/04/2013 09:25:39,-31.649047,28.339438,0
27/04/2013 09:25:08,-31.649047,28.33945,0
27/04/2013 09:24:39,-31.649047,28.339453,0
27/04/2013 09:24:08,-31.649045,28.339462,0
27/04/2013 09:23:36,-31.649043,28.339473,0
27/04/2013 09:23:04,-31.649443,28.337305,37.526903
27/04/2013 09:22:34,-31.650727,28.329785,56.388171
27/04/2013 09:22:03,-31.651313,28.322677,46.664088
27/04/2013 09:21:31,-31.651913,28.313668,68.390796
27/04/2013 09:21:01,-31.652078,28.30411,61.083349
27/04/2013 09:20:30,-31.656152,28.29732,64.995998
27/04/2013 09:19:59,-31.66062,28.29011,67.044385
27/04/2013 09:19:28,-31.661427,28.28092,72.407015
27/04/2013 09:18:57,-31.661082,28.27023,70.795924
27/04/2013 09:18:26,-31.660968,28.260668,64.340054
27/04/2013 09:18:05,-31.661363,28.251725,57.700059
27/04/2013 09:18:03,-31.661743,28.243148,55.55961
27/04/2013 09:18:01,-31.66209,28.235245,42.866518
27/04/2013 09:17:59,-31.662333,28.229917,33.959488
27/04/2013 09:17:57,-31.662493,28.22603,34.362261
27/04/2013 09:17:55,-31.662703,28.22137,44.604194
27/04/2013 09:17:08,-31.663107,28.212278,44.235945
27/04/2013 09:17:05,-31.663392,28.205772,48.643428
27/04/2013 09:17:02,-31.663668,28.19935,43.695079
27/04/2013 09:16:59,-31.663965,28.192635,45.329185
27/04/2013 09:16:56,-31.664248,28.186025,52.015211
27/04/2013 09:16:54,-31.66465,28.176992,68.126117
27/04/2013 09:16:50,-31.665068,28.167533,67.780883
27/04/2013 09:16:47,-31.665107,28.158015,62.291667
27/04/2013 09:16:44,-31.664505,28.149233,63.453954
27/04/2013 09:16:41,-31.664933,28.142145,52.164812
27/04/2013 09:16:38,-31.667928,28.134162,67.700329
27/04/2013 09:16:35,-31.672568,28.125792,71.394329
27/04/2013 09:16:32,-31.673112,28.116965,57.446888
27/04/2013 09:16:29,-31.671922,28.108678,61.348028
27/04/2013 09:16:26,-31.672037,28.101155,63.10872
